datetime,actual,forecast_d1,forecast_d,error_d1,error_d,foccsi
2024-05-21T09:00:00Z,2300,1588,1350,712,950,1361.9
2024-05-21T09:15:00Z,2520,1804,1580,716,940,1591.2
2024-05-21T09:30:00Z,2660,2019,1830,641,830,1839.45
2024-05-21T09:45:00Z,2860,2235,1980,625,880,1992.75
2024-05-21T10:00:00Z,3120,2450,2300,670,820,2307.5
2024-05-21T10:15:00Z,3270,2650,2520,620,750,2526.5
2024-05-21T10:30:00Z,3420,2849,2660,571,760,2669.4500000000003
2024-05-21T10:45:00Z,3510,3050,2860,460,650,2869.5
2024-05-21T11:00:00Z,3670,3247,3120,423,550,3126.3500000000004
2024-05-21T11:15:00Z,3750,3343,3270,407,480,3273.65
2024-05-21T11:30:00Z,3790,3439,3420,351,370,3420.9500000000003
2024-05-21T11:45:00Z,3840,3536,3510,304,330,3511.3
2024-05-21T12:00:00Z,3830,3631,3670,199,160,3668.05
2024-05-21T12:15:00Z,3760,3726,3750,34,10,3748.8
2024-05-21T12:30:00Z,3600,3819,3790,219,190,3791.4500000000003
2024-05-21T12:45:00Z,3640,3915,3840,275,200,3843.75
2024-05-21T13:00:00Z,1930,4012,3830,2082,1900,3839.1000000000004
2024-05-21T13:15:00Z,1940,4048,3760,2108,1820,3774.4
2024-05-21T13:30:00Z,1880,4083,3600,2203,1720,3624.15
2024-05-21T13:45:00Z,1760,4118,3640,2358,1880,3663.9
2024-05-21T14:00:00Z,1730,4155,1930,2425,200,2041.2500000000002
2024-05-21T14:15:00Z,1470,4085,1940,2615,470,2047.2500000000002
2024-05-21T14:30:00Z,1240,4017,1880,2777,640,1986.8500000000001
2024-05-21T14:45:00Z,1140,3951,1760,2811,620,1869.5500000000002
2024-05-21T15:00:00Z,1260,3882,1730,2622,470,1837.6000000000001
2024-05-21T15:15:00Z,1060,3800,1470,2740,410,1586.5000000000002
2024-05-21T15:30:00Z,770,3720,1240,2950,470,1364.0000000000002
2024-05-21T15:45:00Z,850,3638,1140,2788,290,1264.9
2024-05-21T16:00:00Z,840,3557,1260,2717,420,1374.8500000000001
2024-05-21T16:15:00Z,810,3423,1060,2613,250,1178.15
2024-05-21T16:30:00Z,810,3290,770,2480,40,896.0000000000001
2024-05-21T16:45:00Z,710,3156,850,2446,140,965.3000000000002
2024-05-21T17:00:00Z,1000,3025,840,2025,160,949.2500000000001
2024-05-21T17:15:00Z,780,2638,810,1858,30,901.4000000000001
2024-05-21T17:30:00Z,580,2251,810,1671,230,882.0500000000001
2024-05-21T17:45:00Z,580,1865,710,1285,130,767.7500000000001
2024-05-21T18:00:00Z,840,1479,1000,639,160,1023.95
2024-05-21T18:15:00Z,810,1360,780,550,30,809
2024-05-21T18:30:00Z,670,1244,580,574,90,613.2
2024-05-21T18:45:00Z,560,1128,580,568,20,607.4000000000001
2024-05-21T19:00:00Z,500,1009,840,509,340,848.45
2024-05-21T19:15:00Z,410,905,810,495,400,814.75
2024-05-21T19:30:00Z,360,801,670,441,310,676.5500000000001
2024-05-21T19:45:00Z,280,697,560,417,280,566.85
2024-05-21T20:00:00Z,200,591,500,391,300,504.55
2024-05-21T20:15:00Z,120,468,410,348,290,412.90000000000003
2024-05-21T20:30:00Z,60,349,360,289,300,359.45000000000005
2024-05-21T20:45:00Z,20,226,280,206,260,277.3
2024-05-21T21:00:00Z,0,105,200,105,200,195.25
2024-05-21T21:15:00Z,0,82,120,82,120,118.10000000000001
2024-05-21T21:30:00Z,0,57,60,57,60,59.85
2024-05-21T21:45:00Z,0,33,20,33,20,20.650000000000002
2024-05-21T22:00:00Z,0,7,0,7,0,0.3500000000000003
2024-05-21T22:15:00Z,0,5,0,5,0,0.2500000000000002
2024-05-21T22:30:00Z,0,2,0,2,0,0.10000000000000009
2024-05-21T22:45:00Z,0,0,0,0,0,0
2024-05-21T23:00:00Z,0,0,0,0,0,0
2024-05-21T23:15:00Z,0,0,0,0,0,0
2024-05-21T23:30:00Z,0,0,0,0,0,0
2024-05-21T23:45:00Z,0,0,0,0,0,0
