datetime,actual,forecast_d1,forecast_d,foccsi_delnet,lambda,error,squared_error
2024-05-21T05:15:00Z,0,0,0,60.53668499340699,8.691859869105993,60.53668499340699,3664.6902299909875
2024-05-21T05:30:00Z,20,5,0,62.14503586716698,8.691859869105993,42.14503586716698,1776.2040482447912
2024-05-21T05:45:00Z,60,9,0,63.43171656617497,8.691859869105993,3.43171656617497,11.776678590559726
2024-05-21T06:00:00Z,110,13,0,64.71839726518296,8.691859869105993,45.28160273481704,2050.42354623379
2024-05-21T06:15:00Z,170,88,0,88.84366037158274,8.691859869105993,81.15633962841726,6586.3514618830095
2024-05-21T06:30:00Z,260,167,20,124.74010189761874,8.691859869105993,135.25989810238127,18295.240034666564
2024-05-21T06:45:00Z,390,246,60,171.12104114428297,8.691859869105993,218.87895885571703,47907.99862976267
2024-05-21T07:00:00Z,530,322,110,221.77921872700534,8.691859869105993,308.22078127299466,95000.05000853521
2024-05-21T07:15:00Z,690,430,170,287.9730907621057,8.691859869105993,402.0269092378943,161625.6357513741
2024-05-21T07:30:00Z,910,536,260,369.25036902864446,8.691859869105993,540.7496309713556,292410.16339565726
2024-05-21T07:45:00Z,1130,644,390,472.13998308594364,8.691859869105993,657.8600169140564,432779.80185416254
2024-05-21T08:00:00Z,1350,750,530,579.628505654053,8.691859869105993,770.371494345947,593472.2393008075
2024-05-21T08:15:00Z,1580,961,690,731.3768942917502,8.691859869105993,848.6231057082498,720161.1755419153
2024-05-21T08:30:00Z,1830,1170,910,913.9354357418281,8.691859869105993,916.0645642581719,839174.2858895144
2024-05-21T08:45:00Z,1980,1377,1130,1095.850636842402,8.691859869105993,884.1493631575979,781720.096371986
2024-05-21T09:00:00Z,2300,1588,1350,1279.052518641984,8.691859869105993,1020.9474813580159,1042333.7596912762
2024-05-21T09:15:00Z,2520,1804,1580,1469.10500017564,8.691859869105993,1050.89499982436,1104380.3006558416
2024-05-21T09:30:00Z,2660,2019,1830,1669.3203092551723,8.691859869105993,990.6796907448277,981446.2496542673
2024-05-21T09:45:00Z,2860,2235,1980,1817.4347999063157,8.691859869105993,1042.5652000936843,1086942.196446384
2024-05-21T10:00:00Z,3120,2450,2300,2054.3458510080463,8.691859869105993,1065.6541489919537,1135618.765263765
2024-05-21T10:15:00Z,3270,2650,2520,2234.0093608853567,8.691859869105993,1035.9906391146433,1073276.604333167
2024-05-21T10:30:00Z,3420,2849,2660,2371.4132097054016,8.691859869105993,1048.5867902945984,1099534.256780328
2024-05-21T10:45:00Z,3510,3050,2860,2540.9138920368355,8.691859869105993,969.0861079631645,939127.8846471942
2024-05-21T11:00:00Z,3670,3247,3120,2740.5813868311457,8.691859869105993,929.4186131688543,863818.9585047165
2024-05-21T11:15:00Z,3750,3343,3270,2850.095456512049,8.691859869105993,899.9045434879508,809828.1873902571
2024-05-21T11:30:00Z,3790,3439,3420,2959.609526192953,8.691859869105993,830.3904738070469,689548.3389894918
2024-05-21T11:45:00Z,3840,3536,3510,3037.9917728867235,8.691859869105993,802.0082271132765,643217.1963573808
2024-05-21T12:00:00Z,3830,3631,3670,3152.426421253189,8.691859869105993,677.5735787468111,459105.95461576106
2024-05-21T12:15:00Z,3760,3726,3750,3224.9230787371416,8.691859869105993,535.0769212628584,286307.3116681391
2024-05-21T12:30:00Z,3600,3819,3790,3275.8074004303335,8.691859869105993,324.1925995696665,105100.84161573814
2024-05-21T12:45:00Z,3640,3915,3840,3332.898981508096,8.691859869105993,307.10101849190414,94311.03555876485
2024-05-21T13:00:00Z,1930,4012,3830,3358.858739598726,8.691859869105993,1428.858739598726,2041637.29772766
2024-05-21T13:15:00Z,1940,4048,3760,3333.743123867599,8.691859869105993,1393.743123867599,1942519.8953282135
2024-05-21T13:30:00Z,1880,4083,3600,3261.1255982188927,8.691859869105993,1381.1255982188927,1907507.9180554943
2024-05-21T13:45:00Z,1760,4118,3640,3293.353049776469,8.691859869105993,1533.353049776469,2351171.575258799
2024-05-21T14:00:00Z,1730,4155,1930,2408.8302911285796,8.691859869105993,678.8302911285796,460810.5641537121
2024-05-21T14:15:00Z,1470,4085,1940,2391.5556277562537,8.691859869105993,921.5556277562537,849264.7750492227
2024-05-21T14:30:00Z,1240,4017,1880,2338.228562711233,8.691859869105993,1098.2285627112328,1206105.9759547804
2024-05-21T14:45:00Z,1140,3951,1760,2254.091344853832,8.691859869105993,1114.0913448538322,1241199.5246782205
2024-05-21T15:00:00Z,1260,3882,1730,2216.169356215002,8.691859869105993,956.1693562150022,914259.8377646117
2024-05-21T15:15:00Z,1060,3800,1470,2053.493931517171,8.691859869105993,993.493931517171,987030.1919614451
2024-05-21T15:30:00Z,770,3720,1240,1907.1885937497868,8.691859869105993,1137.1885937497868,1293197.8977546177
2024-05-21T15:45:00Z,850,3638,1140,1828.3891508169818,8.691859869105993,978.3891508169818,957245.3304363748
2024-05-21T16:00:00Z,840,3557,1260,1865.240852985839,8.691859869105993,1025.240852985839,1051118.8066311306
2024-05-21T16:15:00Z,810,3423,1060,1717.2920723627894,8.691859869105993,907.2920723627894,823178.9045723651
2024-05-21T16:30:00Z,810,3290,770,1522.4847221716643,8.691859869105993,712.4847221716643,507634.4793280337
2024-05-21T16:45:00Z,710,3156,850,1521.3189096374094,8.691859869105993,811.3189096374094,658238.3731352349
2024-05-21T17:00:00Z,1000,3025,840,1473.937867884584,8.691859869105993,473.93786788458397,224617.10261498537
2024-05-21T17:15:00Z,780,2638,810,1333.7247636746188,8.691859869105993,553.7247636746188,306611.1139065124
2024-05-21T17:30:00Z,580,2251,810,1209.2384060455959,8.691859869105993,629.2384060455959,395940.9716428022
2024-05-21T17:45:00Z,580,1865,710,1032.6512299881838,8.691859869105993,452.6512299881838,204893.13600981564
2024-05-21T18:00:00Z,840,1479,1000,1060.5117594830224,8.691859869105993,220.5117594830224,48625.43607029832
2024-05-21T18:15:00Z,810,1360,780,906.9035337606241,8.691859869105993,96.9035337606241,9390.294855296415
2024-05-21T18:30:00Z,670,1244,580,764.7448162831101,8.691859869105993,94.74481628311014,8976.580212520292
2024-05-21T18:45:00Z,560,1128,580,727.4310760118785,8.691859869105993,167.43107601187853,28033.165214495446
2024-05-21T19:00:00Z,500,1009,840,825.4507955845578,8.691859869105993,325.4507955845578,105918.22034662163
2024-05-21T19:15:00Z,410,905,810,776.2703508294078,8.691859869105993,366.2703508294078,134153.96989669747
2024-05-21T19:30:00Z,360,801,670,669.4251686108025,8.691859869105993,309.42516861080253,95743.93496982357
2024-05-21T19:45:00Z,280,697,560,578.3067329731396,8.691859869105993,298.30673297313956,88986.90693710798
2024-05-21T20:00:00Z,200,591,500,512.756201287543,8.691859869105993,312.75620128754304,97816.44144381414
2024-05-21T20:15:00Z,120,468,410,426.0105300502204,8.691859869105993,306.0105300502204,93642.44450161683
2024-05-21T20:30:00Z,60,349,360,361.52053495316216,8.691859869105993,301.52053495316216,90914.63299844108
2024-05-21T20:45:00Z,20,226,280,280.0171125761536,8.691859869105993,260.0171125761536,67608.89883244013
2024-05-21T21:00:00Z,0,105,200,199.157030548649,8.691859869105993,199.157030548649,39663.52281695551
2024-05-21T21:15:00Z,0,82,120,149.82062564684014,8.691859869105993,149.82062564684014,22446.219869210614
2024-05-21T21:30:00Z,0,57,60,110.32537811615552,8.691859869105993,110.32537811615552,12171.689056472687
2024-05-21T21:45:00Z,0,33,20,81.63629848085112,8.691859869105993,81.63629848085112,6664.485229654616
2024-05-21T22:00:00Z,0,7,0,62.788376216670976,8.691859869105993,62.788376216670976,3942.3801879262132
2024-05-21T22:15:00Z,0,5,0,62.14503586716698,8.691859869105993,62.14503586716698,3862.0054829314704
2024-05-21T22:30:00Z,0,2,0,61.18002534291099,8.691859869105993,61.18002534291099,3742.995500959231
2024-05-21T22:45:00Z,0,0,0,60.53668499340699,8.691859869105993,60.53668499340699,3664.6902299909875
2024-05-21T23:00:00Z,0,0,0,60.53668499340699,8.691859869105993,60.53668499340699,3664.6902299909875
2024-05-21T23:15:00Z,0,0,0,60.53668499340699,8.691859869105993,60.53668499340699,3664.6902299909875
2024-05-21T23:30:00Z,0,0,0,60.53668499340699,8.691859869105993,60.53668499340699,3664.6902299909875
2024-05-21T23:45:00Z,0,0,0,60.53668499340699,8.691859869105993,60.53668499340699,3664.6902299909875
